survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex_male,embarked_Q,embarked_S
1,2,28.0,0,0,33.0,Second,woman,False,,Southampton,yes,True,False,False,True
0,3,49.0,0,0,0.0,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.225,Third,man,True,,Cherbourg,no,True,True,False,False
1,1,49.0,1,0,56.9292,First,man,True,A,Cherbourg,yes,False,True,False,False
1,2,24.0,2,1,27.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,1,28.0,0,0,42.4,First,man,True,,Southampton,no,True,True,False,True
0,3,44.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,1,35.0,0,0,26.55,First,man,True,,Cherbourg,yes,True,True,False,False
0,3,36.0,1,0,15.55,Third,man,True,,Southampton,no,False,True,False,True
0,3,30.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,1,27.0,0,0,30.5,First,man,True,,Southampton,yes,True,True,False,True
1,2,22.0,1,2,41.5792,Second,woman,False,,Cherbourg,yes,False,False,False,False
0,3,39.0,1,5,31.275,Third,woman,False,,Southampton,no,False,False,False,True
0,3,28.0,0,0,7.05,Third,man,True,,Southampton,no,True,True,False,True
1,3,28.0,1,0,15.5,Third,woman,False,,Queenstown,yes,False,False,True,False
0,3,28.0,0,0,7.75,Third,man,True,,Queenstown,no,True,True,True,False
0,3,35.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,2,24.0,1,2,65.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,34.0,1,1,14.4,Third,man,True,,Southampton,no,False,True,False,True
0,3,26.0,1,0,16.1,Third,woman,False,,Southampton,no,False,False,False,True
1,2,4.0,2,1,39.0,Second,child,False,F,Southampton,yes,False,False,False,True
0,2,26.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,27.0,1,0,14.4542,Third,man,True,,Cherbourg,no,False,True,False,False
1,1,42.0,1,0,52.5542,First,man,True,D,Southampton,yes,False,True,False,True
1,3,20.0,1,1,15.7417,Third,man,True,,Cherbourg,yes,False,True,False,False
0,3,21.0,0,0,7.8542,Third,man,True,,Southampton,no,True,True,False,True
0,3,21.0,0,0,16.1,Third,man,True,,Southampton,no,True,True,False,True
0,1,61.0,0,0,32.3208,First,man,True,D,Southampton,no,True,True,False,True
0,2,57.0,0,0,12.35,Second,man,True,,Queenstown,no,True,True,True,False
0,3,26.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.7333,Third,man,True,,Queenstown,no,True,True,True,False
1,1,80.0,0,0,30.0,First,man,True,A,Southampton,yes,True,True,False,True
0,3,51.0,0,0,7.0542,Third,man,True,,Southampton,no,True,True,False,True
1,1,32.0,0,0,30.5,First,man,True,B,Cherbourg,yes,True,True,False,False
0,1,28.0,0,0,0.0,First,man,True,,Southampton,no,True,True,False,True
0,3,9.0,3,2,27.9,Third,child,False,,Southampton,no,False,False,False,True
1,2,28.0,0,0,13.0,Second,woman,False,,Southampton,yes,True,False,False,True
0,3,32.0,0,0,7.925,Third,man,True,,Southampton,no,True,True,False,True
0,2,31.0,1,1,26.25,Second,man,True,,Southampton,no,False,True,False,True
0,3,41.0,0,5,39.6875,Third,woman,False,,Southampton,no,False,False,False,True
0,3,28.0,1,0,16.1,Third,man,True,,Southampton,no,False,True,False,True
0,3,20.0,0,0,7.8542,Third,man,True,,Southampton,no,True,True,False,True
0,3,2.0,3,2,27.9,Third,child,False,,Southampton,no,False,False,False,True
1,3,28.0,0,0,56.4958,Third,man,True,,Southampton,yes,True,True,False,True
1,3,0.75,2,1,19.2583,Third,child,False,,Cherbourg,yes,False,False,False,False
0,3,19.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,1,56.0,0,0,35.5,First,man,True,A,Cherbourg,yes,True,True,False,False
0,3,28.0,0,0,7.55,Third,man,True,,Southampton,no,True,True,False,True
1,3,23.0,0,0,7.55,Third,woman,False,,Southampton,yes,True,False,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,2,18.0,0,1,23.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,21.0,0,0,8.4333,Third,man,True,,Southampton,no,True,True,False,True
1,3,28.0,0,0,7.8292,Third,woman,False,,Queenstown,yes,True,False,True,False
0,3,18.0,0,0,6.75,Third,woman,False,,Queenstown,no,True,False,True,False
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,32.0,1,1,15.5,Third,woman,False,,Queenstown,no,False,False,True,False
0,2,23.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,3,40.0,0,0,7.225,Third,man,True,,Cherbourg,no,True,True,False,False
0,1,47.0,0,0,25.5875,First,man,True,E,Southampton,no,True,True,False,True
0,3,36.0,0,0,7.4958,Third,man,True,,Southampton,no,True,True,False,True
1,3,20.0,1,0,7.925,Third,man,True,,Southampton,yes,False,True,False,True
0,2,25.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,3,43.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,1,28.0,1,0,52.0,First,woman,False,C,Southampton,yes,False,False,False,True
1,2,40.0,1,1,39.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,1,31.0,1,0,52.0,First,man,True,B,Southampton,no,False,True,False,True
0,2,70.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
1,2,31.0,0,0,13.0,Second,man,True,,Southampton,yes,True,True,False,True
0,2,28.0,0,0,0.0,Second,man,True,,Southampton,no,True,True,False,True
0,3,18.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,3,24.5,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,3,18.0,0,0,9.8417,Third,woman,False,,Southampton,yes,True,False,False,True
0,3,43.0,1,6,46.9,Third,woman,False,,Southampton,no,False,False,False,True
0,3,28.0,0,0,8.1375,Third,woman,False,,Queenstown,no,True,False,True,False
0,3,20.0,0,0,9.225,Third,man,True,,Southampton,no,True,True,False,True
0,3,14.0,5,2,46.9,Third,child,False,,Southampton,no,False,True,False,True
0,2,60.0,1,1,39.0,Second,man,True,,Southampton,no,False,True,False,True
0,2,25.0,1,2,41.5792,Second,man,True,,Cherbourg,no,False,True,False,False
0,3,14.0,4,1,39.6875,Third,child,False,,Southampton,no,False,True,False,True
0,3,19.0,0,0,10.1708,Third,man,True,,Southampton,no,True,True,False,True
0,3,18.0,0,0,7.7958,Third,man,True,,Southampton,no,True,True,False,True
1,1,31.0,1,0,57.0,First,man,True,B,Southampton,yes,False,True,False,True
1,3,4.0,0,1,13.4167,Third,child,False,,Cherbourg,yes,False,False,False,False
1,3,28.0,0,0,56.4958,Third,man,True,,Southampton,yes,True,True,False,True
0,3,25.0,0,0,7.225,Third,man,True,,Cherbourg,no,True,True,False,False
0,1,60.0,0,0,26.55,First,man,True,,Southampton,no,True,True,False,True
0,2,52.0,0,0,13.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,44.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,3,28.0,0,0,7.7333,Third,woman,False,,Queenstown,yes,True,False,True,False
0,3,42.0,0,0,7.65,Third,man,True,F,Southampton,no,True,True,False,True
1,1,35.0,0,0,26.2875,First,man,True,E,Southampton,yes,True,True,False,True
0,3,18.0,0,1,14.4542,Third,woman,False,,Cherbourg,no,False,False,False,False
0,3,25.0,0,0,7.7417,Third,man,True,,Queenstown,no,True,True,True,False
0,3,26.0,1,0,7.8542,Third,man,True,,Southampton,no,False,True,False,True
0,2,39.0,0,0,26.0,Second,man,True,,Southampton,no,True,True,False,True
1,2,45.0,0,0,13.5,Second,woman,False,,Southampton,yes,True,False,False,True
1,1,42.0,0,0,26.2875,First,man,True,E,Southampton,yes,True,True,False,True
1,3,28.0,1,1,15.2458,Third,man,True,,Cherbourg,yes,False,True,False,False
1,1,24.0,0,0,49.5042,First,woman,False,C,Cherbourg,yes,True,False,False,False
0,1,28.0,0,0,26.55,First,man,True,C,Southampton,no,True,True,False,True
1,1,48.0,1,0,52.0,First,man,True,C,Southampton,yes,False,True,False,True
0,3,29.0,0,0,9.4833,Third,man,True,,Southampton,no,True,True,False,True
0,2,52.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,3,19.0,0,0,7.65,Third,man,True,F,Southampton,no,True,True,False,True
1,2,27.0,0,0,10.5,Second,woman,False,E,Southampton,yes,True,False,False,True
0,3,28.0,0,0,15.5,Third,man,True,,Queenstown,no,True,True,True,False
0,3,33.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
1,2,6.0,0,1,33.0,Second,child,False,,Southampton,yes,False,False,False,True
0,3,17.0,1,0,7.0542,Third,man,True,,Southampton,no,False,True,False,True
0,2,34.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,2,50.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,27.0,1,0,53.1,First,man,True,E,Southampton,yes,False,True,False,True
0,3,20.0,0,0,8.6625,Third,man,True,,Southampton,no,True,True,False,True
1,2,30.0,3,0,21.0,Second,woman,False,,Southampton,yes,False,False,False,True
1,3,28.0,0,0,7.7375,Third,woman,False,,Queenstown,yes,True,False,True,False
0,2,25.0,1,0,26.0,Second,man,True,,Southampton,no,False,True,False,True
0,3,25.0,1,0,7.925,Third,woman,False,,Southampton,no,False,False,False,True
0,3,11.0,0,0,18.7875,Third,child,False,,Cherbourg,no,True,True,False,False
0,2,28.0,0,0,0.0,Second,man,True,,Southampton,no,True,True,False,True
0,2,23.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,2,23.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
0,3,28.5,0,0,16.1,Third,man,True,,Southampton,no,True,True,False,True
0,3,48.0,1,3,34.375,Third,woman,False,,Southampton,no,False,False,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,1,28.0,0,0,30.0,First,man,True,D,Southampton,yes,True,True,False,True
0,3,24.0,1,0,16.1,Third,man,True,,Southampton,no,False,True,False,True
1,3,31.0,0,0,7.925,Third,man,True,,Southampton,yes,True,True,False,True
0,3,16.0,1,1,20.25,Third,man,True,,Southampton,no,False,True,False,True
1,2,30.0,0,0,13.0,Second,woman,False,,Southampton,yes,True,False,False,True
0,1,19.0,1,0,53.1,First,man,True,D,Southampton,no,False,True,False,True
0,3,31.0,0,0,7.75,Third,man,True,,Queenstown,no,True,True,True,False
1,2,4.0,1,1,23.0,Second,child,False,,Southampton,yes,False,False,False,True
1,3,6.0,0,1,12.475,Third,child,False,E,Southampton,yes,False,True,False,True
0,3,33.0,0,0,9.5,Third,man,True,,Southampton,no,True,True,False,True
0,3,23.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,2,48.0,1,2,65.0,Second,woman,False,,Southampton,yes,False,False,False,True
1,2,0.67,1,1,14.5,Second,child,False,,Southampton,yes,False,True,False,True
0,3,28.0,0,0,7.7958,Third,man,True,,Southampton,no,True,True,False,True
0,2,18.0,0,0,11.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,34.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,14.5,Third,man,True,,Southampton,no,True,True,False,True
0,3,41.0,0,0,7.125,Third,man,True,,Southampton,no,True,True,False,True
1,3,20.0,0,0,7.2292,Third,man,True,,Cherbourg,yes,True,True,False,False
0,3,16.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,1,28.0,0,0,39.6,First,man,True,,Cherbourg,no,True,True,False,False
0,3,30.5,0,0,7.75,Third,woman,False,,Queenstown,no,True,False,True,False
0,3,28.0,1,0,24.15,Third,man,True,,Queenstown,no,False,True,True,False
0,3,32.0,0,0,8.3625,Third,man,True,,Southampton,no,True,True,False,True
0,3,24.0,0,0,9.5,Third,man,True,,Southampton,no,True,True,False,True
0,3,48.0,0,0,7.8542,Third,man,True,,Southampton,no,True,True,False,True
0,2,57.0,0,0,10.5,Second,woman,False,E,Southampton,no,True,False,False,True
0,3,28.0,0,0,7.225,Third,man,True,,Cherbourg,no,True,True,False,False
1,2,54.0,1,3,23.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,18.0,0,0,7.75,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.75,Third,man,True,F,Queenstown,no,True,True,True,False
1,3,5.0,0,0,12.475,Third,child,False,,Southampton,yes,True,False,False,True
0,3,28.0,0,0,7.7375,Third,man,True,,Queenstown,no,True,True,True,False
1,3,13.0,0,0,7.2292,Third,child,False,,Cherbourg,yes,True,False,False,False
1,1,17.0,1,0,57.0,First,woman,False,B,Southampton,yes,False,False,False,True
0,1,29.0,0,0,30.0,First,man,True,D,Southampton,no,True,True,False,True
0,3,28.0,1,2,23.45,Third,man,True,,Southampton,no,False,True,False,True
0,3,25.0,0,0,7.05,Third,man,True,,Southampton,no,True,True,False,True
0,3,25.0,0,0,7.25,Third,man,True,,Southampton,no,True,True,False,True
1,3,18.0,0,0,7.4958,Third,woman,False,,Southampton,yes,True,False,False,True
0,3,8.0,4,1,29.125,Third,child,False,,Queenstown,no,False,True,True,False
1,3,1.0,1,2,20.575,Third,child,False,,Southampton,yes,False,True,False,True
0,3,28.0,0,0,7.75,Third,man,True,,Queenstown,no,True,True,True,False
0,2,16.0,0,0,26.0,Second,man,True,,Southampton,no,True,True,False,True
0,1,28.0,0,0,30.6958,First,man,True,,Cherbourg,no,True,True,False,False
0,3,25.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,2,39.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,49.0,0,0,25.9292,First,woman,False,D,Southampton,yes,True,False,False,True
1,3,31.0,0,0,8.6833,Third,woman,False,,Southampton,yes,True,False,False,True
0,3,30.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,30.0,1,1,24.15,Third,woman,False,,Southampton,no,False,False,False,True
0,2,34.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,2,31.0,1,1,26.25,Second,woman,False,,Southampton,yes,False,False,False,True
1,3,0.42,0,1,8.5167,Third,child,False,,Cherbourg,yes,False,True,False,False
1,3,27.0,0,0,6.975,Third,man,True,,Southampton,yes,True,True,False,True
0,3,31.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,1,39.0,0,0,0.0,First,man,True,A,Southampton,no,True,True,False,True
0,3,18.0,0,0,7.775,Third,woman,False,,Southampton,no,True,False,False,True
0,2,39.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,33.0,1,0,53.1,First,woman,False,E,Southampton,yes,False,False,False,True
0,3,26.0,0,0,7.8875,Third,man,True,,Southampton,no,True,True,False,True
0,3,39.0,0,0,24.15,Third,man,True,,Southampton,no,True,True,False,True
0,2,35.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,6.0,4,2,31.275,Third,child,False,,Southampton,no,False,False,False,True
0,3,30.5,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
0,1,28.0,0,0,0.0,First,man,True,B,Southampton,no,True,True,False,True
0,3,23.0,0,0,7.925,Third,woman,False,,Southampton,no,True,False,False,True
0,2,31.0,1,1,37.0042,Second,man,True,,Cherbourg,no,False,True,False,False
0,3,43.0,0,0,6.45,Third,man,True,,Southampton,no,True,True,False,True
0,3,10.0,3,2,27.9,Third,child,False,,Southampton,no,False,True,False,True
1,3,27.0,0,0,8.6625,Third,man,True,,Southampton,yes,True,True,False,True
0,1,38.0,0,0,0.0,First,man,True,,Southampton,no,True,True,False,True
1,3,27.0,0,1,12.475,Third,woman,False,E,Southampton,yes,False,False,False,True
0,3,2.0,4,1,39.6875,Third,child,False,,Southampton,no,False,True,False,True
0,3,28.0,0,0,6.95,Third,man,True,,Queenstown,no,True,True,True,False
0,3,28.0,0,0,56.4958,Third,man,True,,Southampton,no,True,True,False,True
1,2,1.0,0,2,37.0042,Second,child,False,,Cherbourg,yes,False,True,False,False
1,3,28.0,0,0,7.75,Third,man,True,,Queenstown,yes,True,True,True,False
1,3,15.0,1,0,14.4542,Third,child,False,,Cherbourg,yes,False,False,False,False
1,2,0.83,1,1,18.75,Second,child,False,,Southampton,yes,False,True,False,True
0,3,28.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,23.0,0,0,7.8542,Third,man,True,,Southampton,no,True,True,False,True
0,3,18.0,0,0,8.3,Third,man,True,,Southampton,no,True,True,False,True
0,3,21.0,0,0,8.6625,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,8.05,Third,man,True,,Southampton,no,True,True,False,True
1,3,32.0,0,0,56.4958,Third,man,True,,Southampton,yes,True,True,False,True
1,1,28.0,0,0,29.7,First,man,True,C,Cherbourg,yes,True,True,False,False
0,3,20.0,0,0,7.925,Third,man,True,,Southampton,no,True,True,False,True
0,2,16.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
1,1,30.0,0,0,31.0,First,woman,False,,Cherbourg,yes,True,False,False,False
0,3,34.5,0,0,6.4375,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,17.0,0,0,8.6625,Third,man,True,,Southampton,no,True,True,False,True
0,3,42.0,0,0,7.55,Third,man,True,,Southampton,no,True,True,False,True
0,3,35.0,0,0,7.8958,Third,man,True,,Cherbourg,no,True,True,False,False
0,2,28.0,0,1,33.0,Second,man,True,,Southampton,no,False,True,False,True
0,3,4.0,4,2,31.275,Third,child,False,,Southampton,no,False,True,False,True
0,3,74.0,0,0,7.775,Third,man,True,,Southampton,no,True,True,False,True
0,3,9.0,1,1,15.2458,Third,child,False,,Cherbourg,no,False,False,False,False
1,1,16.0,0,1,39.4,First,woman,False,D,Southampton,yes,False,False,False,True
0,2,44.0,1,0,26.0,Second,woman,False,,Southampton,no,False,False,False,True
1,3,18.0,0,1,9.35,Third,woman,False,,Southampton,yes,False,False,False,True
1,1,51.0,0,0,26.55,First,man,True,E,Southampton,yes,True,True,False,True
1,3,24.0,0,3,19.2583,Third,woman,False,,Cherbourg,yes,False,False,False,False
0,3,28.0,0,0,7.2292,Third,man,True,,Cherbourg,no,True,True,False,False
0,3,41.0,2,0,14.1083,Third,man,True,,Southampton,no,False,True,False,True
0,2,21.0,1,0,11.5,Second,man,True,,Southampton,no,False,True,False,True
1,1,48.0,0,0,25.9292,First,woman,False,D,Southampton,yes,True,False,False,True
0,2,24.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,2,42.0,0,0,13.0,Second,woman,False,,Southampton,yes,True,False,False,True
1,2,27.0,1,0,13.8583,Second,woman,False,,Cherbourg,yes,False,False,False,False
0,1,31.0,0,0,50.4958,First,man,True,A,Southampton,no,True,True,False,True
0,3,28.0,0,0,9.5,Third,man,True,,Southampton,no,True,True,False,True
1,3,4.0,1,1,11.1333,Third,child,False,,Southampton,yes,False,True,False,True
0,3,26.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,1,47.0,1,1,52.5542,First,woman,False,D,Southampton,yes,False,False,False,True
0,1,33.0,0,0,5.0,First,man,True,B,Southampton,no,True,True,False,True
0,3,47.0,0,0,9.0,Third,man,True,,Southampton,no,True,True,False,True
1,2,28.0,1,0,24.0,Second,woman,False,,Cherbourg,yes,False,False,False,False
1,3,15.0,0,0,7.225,Third,child,False,,Cherbourg,yes,True,False,False,False
0,3,20.0,0,0,9.8458,Third,man,True,,Southampton,no,True,True,False,True
0,3,19.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,28.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
1,2,25.0,0,1,26.0,Second,woman,False,,Southampton,yes,False,False,False,True
0,3,33.0,0,0,7.8958,Third,man,True,,Southampton,no,True,True,False,True
0,3,22.0,0,0,10.5167,Third,woman,False,,Southampton,no,True,False,False,True
0,2,28.0,0,0,10.5,Second,man,True,,Southampton,no,True,True,False,True
0,3,25.0,0,0,7.05,Third,man,True,,Southampton,no,True,True,False,True
0,3,39.0,0,5,29.125,Third,woman,False,,Queenstown,no,False,False,True,False
0,2,27.0,0,0,13.0,Second,man,True,,Southampton,no,True,True,False,True
1,1,19.0,0,0,30.0,First,woman,False,B,Southampton,yes,True,False,False,True
0,3,28.0,1,2,23.45,Third,woman,False,,Southampton,no,False,False,False,True
1,1,26.0,0,0,30.0,First,man,True,C,Cherbourg,yes,True,True,False,False
0,3,32.0,0,0,7.75,Third,man,True,,Queenstown,no,True,True,True,False
